draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
160,basic,10008.5,12902.5346,2894.0346,1.5935,1.2902,2.8464,1.8433,1.5763,3.1687
160,gifted,1315.5,1315.5,0.0,,,,,,
161,basic,10008.5,12679.8901,2671.3901,1.6246,1.3433,2.8466,1.8464,1.5803,3.1566
161,gifted,1315.5,1315.5,0.0,,,,,,
162,basic,10008.5,12660.8545,2652.3545,1.5336,1.2474,2.7624,1.7641,1.4935,3.0484
162,gifted,1315.5,1315.5,0.0,,,,,,
163,basic,10008.5,12878.7911,2870.2911,1.5521,1.2567,2.8094,1.7896,1.5293,3.0887
163,gifted,1315.5,1315.5,0.0,,,,,,
164,basic,10008.5,12795.7995,2787.2995,1.5827,1.259,2.8322,1.8241,1.5385,3.1162
164,gifted,1315.5,1315.5,0.0,,,,,,
165,basic,10008.5,12812.7389,2804.2389,1.5451,1.2472,2.7857,1.7754,1.5013,3.0612
165,gifted,1315.5,1315.5,0.0,,,,,,
166,basic,10008.5,13000.1235,2991.6235,1.5684,1.2529,2.8184,1.7954,1.5294,3.0885
166,gifted,1315.5,1315.5,0.0,,,,,,
167,basic,10008.5,13109.2764,3100.7764,1.6155,1.2897,2.8558,1.8549,1.5867,3.1666
167,gifted,1315.5,1315.5,0.0,,,,,,
168,basic,10008.5,12848.7116,2840.2116,1.5122,1.2337,2.6936,1.7356,1.4922,2.992
168,gifted,1315.5,1315.5,0.0,,,,,,
169,basic,10008.5,12737.1817,2728.6817,1.5217,1.224,2.7465,1.7556,1.4773,3.0482
169,gifted,1315.5,1315.5,0.0,,,,,,
170,basic,10008.5,12581.0623,2572.5623,1.5301,1.2499,2.7382,1.7491,1.4934,3.0096
170,gifted,1315.5,1315.5,0.0,,,,,,
171,basic,10008.5,12593.3472,2584.8472,1.5442,1.2794,2.7775,1.7665,1.5067,3.0407
171,gifted,1315.5,1315.5,0.0,,,,,,
172,basic,10008.5,12826.534,2818.034,1.5811,1.2774,2.8421,1.82,1.5447,3.1162
172,gifted,1315.5,1315.5,0.0,,,,,,
173,basic,10008.5,12874.4732,2865.9732,1.5944,1.2832,2.8461,1.8113,1.5589,3.0977
173,gifted,1315.5,1315.5,0.0,,,,,,
174,basic,10008.5,12681.2486,2672.7486,1.5801,1.2728,2.8206,1.8043,1.5275,3.0978
174,gifted,1315.5,1315.5,0.0,,,,,,
175,basic,10008.5,12727.335,2718.835,1.486,1.2116,2.6629,1.708,1.4466,2.9646
175,gifted,1315.5,1315.5,0.0,,,,,,
176,basic,10008.5,12866.4617,2857.9617,1.5602,1.2577,2.8155,1.8,1.5292,3.0981
176,gifted,1315.5,1315.5,0.0,,,,,,
177,basic,10008.5,12661.4093,2652.9093,1.6167,1.2894,2.8465,1.8475,1.5448,3.161
