draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
93,gifted,1315.5,1474.1753,158.6753,,,,,,
94,basic,10008.5,12125.3368,2116.8368,1.5732,1.2872,2.8155,1.4862,1.223,2.6378
94,gifted,1315.5,1478.9842,163.4842,,,,,,
95,basic,10008.5,12136.6112,2128.1112,1.5436,1.2554,2.7633,1.4618,1.199,2.5564
95,gifted,1315.5,1476.0485,160.5485,,,,,,
96,basic,10008.5,12082.9054,2074.4054,1.6059,1.2865,2.8464,1.5157,1.223,2.6846
96,gifted,1315.5,1474.8871,159.3871,,,,,,
97,basic,10008.5,12093.0783,2084.5783,1.6138,1.3039,2.8466,1.521,1.2252,2.7093
97,gifted,1315.5,1475.6845,160.1845,,,,,,
98,basic,10008.5,12009.5265,2001.0265,1.5237,1.2347,2.7424,1.4482,1.1871,2.5471
98,gifted,1315.5,1478.711,163.211,,,,,,
99,basic,10008.5,12091.1967,2082.6967,1.5879,1.2897,2.842,1.5007,1.2232,2.663
99,gifted,1315.5,1480.6317,165.1317,,,,,,
100,basic,10008.5,11922.3891,1913.8891,1.57,1.2539,2.8206,1.4904,1.211,2.6585
100,gifted,1315.5,1478.4595,162.9595,,,,,,
101,basic,10008.5,11973.2596,1964.7596,1.5174,1.2233,2.722,1.4439,1.1831,2.5225
101,gifted,1315.5,1478.4815,162.9815,,,,,,
102,basic,10008.5,12139.5609,2131.0609,1.5778,1.259,2.8157,1.4898,1.2116,2.622
102,gifted,1315.5,1476.9967,161.4967,,,,,,
103,basic,10008.5,11957.5453,1949.0453,1.529,1.2252,2.7555,1.4541,1.1865,2.5548
103,gifted,1315.5,1475.7936,160.2936,,,,,,
104,basic,10008.5,12237.9816,2229.4816,1.5573,1.259,2.7994,1.4696,1.2116,2.5941
104,gifted,1315.5,1476.655,161.155,,,,,,
105,basic,10008.5,12048.6262,2040.1262,1.5132,1.2251,2.6857,1.438,1.1832,2.4973
105,gifted,1315.5,1474.6235,159.1235,,,,,,
106,basic,10008.5,12118.2935,2109.7935,1.5402,1.2529,2.7854,1.4582,1.199,2.5755
106,gifted,1315.5,1475.7555,160.2555,,,,,,
107,basic,10008.5,12015.498,2006.998,1.5693,1.259,2.8156,1.4865,1.2116,2.6249
107,gifted,1315.5,1479.7791,164.2791,,,,,,
108,basic,10008.5,12011.3256,2002.8256,1.6095,1.304,2.8581,1.5192,1.2233,2.7413
108,gifted,1315.5,1477.6035,162.1035,,,,,,
109,basic,10008.5,12155.4075,2146.9075,1.562,1.259,2.8153,1.4756,1.2116,2.612
109,gifted,1315.5,1474.2234,158.7234,,,,,,
110,basic,10008.5,11909.8292,1901.3292,1.589,1.259,2.846,1.5074,1.2182,2.6788
110,gifted,1315.5,1471.7879,156.2879,,,,,,
111,basic,10008.5,12142.0282,2133.5282,1.6025,1.3067,2.8462,1.5103,1.2252,2.6729
111,gifted,1315.5,1479.0588,163.5588,,,,,,
112,basic,10008.5,12200.1435,2191.6435,1.5683,1.259,2.7926,1.48,1.2116,2.5876
112,gifted,1315.5,1475.6068,160.1068,,,,,,
113,basic,10008.5,12091.4219,2082.9219,1.6266,1.3281,2.8623,1.5321,1.2395,2.7413
113,gifted,1315.5,1478.0925,162.5925,,,,,,
114,basic,10008.5,12057.3569,2048.8569,1.5672,1.259,2.8131,1.4833,1.2113,2.6225
114,gifted,1315.5,1472.004,156.504,,,,,,
115,basic,10008.5,12175.3387,2166.8387,1.5445,1.2566,2.7855,1.4601,1.1987,2.5666
115,gifted,1315.5,1480.2886,164.7886,,,,,,
116,basic,10008.5,12000.1765,1991.6765,1.5865,1.2748,2.8459,1.502,1.2186,2.6631
116,gifted,1315.5,1476.3426,160.8426,,,,,,
117,basic,10008.5,12066.0097,2057.5097,1.5929,1.2898,2.8463,1.505,1.223,2.6788
117,gifted,1315.5,1479.8493,164.3493,,,,,,
118,basic,10008.5,12144.3457,2135.8457,1.5364,1.2527,2.7855,1.454,1.1945,2.5665
118,gifted,1315.5,1474.7451,159.2451,,,,,,
119,basic,10008.5,11934.3158,1925.8158,1.5223,1.2274,2.7547,1.4501,1.1868,2.5597
119,gifted,1315.5,1477.3056,161.8056,,,,,,
120,basic,10008.5,12114.4461,2105.9461,1.5161,1.2415,2.7221,1.4387,1.1922,2.5162
120,gifted,1315.5,1477.6151,162.1151,,,,,,
121,basic,10008.5,12083.5601,2075.0601,1.5264,1.2392,2.7423,1.4484,1.1891,2.5275
121,gifted,1315.5,1478.8891,163.3891,,,,,,
122,basic,10008.5,12020.1619,2011.6619,1.5721,1.259,2.8158,1.4896,1.2115,2.6381
122,gifted,1315.5,1472.5175,157.0175,,,,,,
123,basic,10008.5,12027.5026,2019.0026,1.5386,1.2527,2.7775,1.4606,1.199,2.5755
123,gifted,1315.5,1474.3061,158.8061,,,,,,
124,basic,10008.5,11901.3344,1892.8344,1.5634,1.2528,2.8094,1.4866,1.2006,2.6211
124,gifted,1315.5,1471.6763,156.1763,,,,,,
125,basic,10008.5,12037.9707,2029.4707,1.5071,1.2186,2.6631,1.4331,1.1806,2.4916
125,gifted,1315.5,1474.7813,159.2813,,,,,,
126,basic,10008.5,12117.0256,2108.5256,1.5457,1.2529,2.7775,1.4639,1.199,2.5722
126,gifted,1315.5,1481.2762,165.7762,,,,,,
127,basic,10008.5,12153.6205,2145.1205,1.5623,1.259,2.8093,1.4764,1.2026,2.6086
127,gifted,1315.5,1478.3331,162.8331,,,,,,
128,basic,10008.5,12201.9872,2193.4872,1.5276,1.2527,2.745,1.4449,1.1956,2.5273
128,gifted,1315.5,1474.6655,159.1655,,,,,,
129,basic,10008.5,12239.8098,2231.3098,1.5027,1.2241,2.6631,1.4222,1.1807,2.4801
129,gifted,1315.5,1476.4982,160.9982,,,,,,
130,basic,10008.5,12015.457,2006.957,1.55,1.2529,2.7902,1.4705,1.2003,2.6068
130,gifted,1315.5,1479.4684,163.9684,,,,,,
131,basic,10008.5,12047.2755,2038.7755,1.5642,1.2585,2.8094,1.4808,1.2004,2.6106
131,gifted,1315.5,1472.8189,157.3189,,,,,,
132,basic,10008.5,11929.7101,1921.2101,1.5569,1.259,2.7998,1.4791,1.2116,2.6209
132,gifted,1315.5,1474.1456,158.6456,,,,,,
133,basic,10008.5,11975.3765,1966.8765,1.5741,1.259,2.8421,1.4923,1.216,2.663
133,gifted,1315.5,1474.476,158.976,,,,,,
134,basic,10008.5,12151.8658,2143.3658,1.5653,1.2814,2.8094,1.4787,1.2184,2.612
134,gifted,1315.5,1477.3817,161.8817,,,,,,
135,basic,10008.5,11899.9912,1891.4912,1.5429,1.2415,2.7856,1.4686,1.1981,2.5926
135,gifted,1315.5,1480.5478,165.0478,,,,,,
136,basic,10008.5,12040.8101,2032.3101,1.558,1.2415,2.7994,1.4758,1.1892,2.6071
136,gifted,1315.5,1472.9678,157.4678,,,,,,
137,basic,10008.5,12121.7386,2113.2386,1.5794,1.2815,2.8158,1.4913,1.2179,2.6378
137,gifted,1315.5,1478.0854,162.5854,,,,,,
138,basic,10008.5,12088.0796,2079.5796,1.5748,1.259,2.8184,1.4886,1.2116,2.6364
138,gifted,1315.5,1478.9154,163.4154,,,,,,
139,basic,10008.5,12090.1701,2081.6701,1.5672,1.2583,2.8155,1.4828,1.2087,2.6211
139,gifted,1315.5,1480.2559,164.7559,,,,,,
140,basic,10008.5,12072.3659,2063.8659,1.5762,1.2748,2.8299,1.4905,1.2159,2.6551
140,gifted,1315.5,1474.4162,158.9162,,,,,,
141,basic,10008.5,12112.9635,2104.4635,1.5528,1.2529,2.7982,1.4695,1.1989,2.5983
141,gifted,1315.5,1484.56,169.06,,,,,,
142,basic,10008.5,12223.5778,2215.0778,1.5613,1.259,2.7992,1.4729,1.199,2.5926
142,gifted,1315.5,1474.1289,158.6289,,,,,,
143,basic,10008.5,12051.1195,2042.6195,1.5656,1.259,2.8157,1.4815,1.199,2.6321
143,gifted,1315.5,1480.713,165.213,,,,,,
144,basic,10008.5,12192.7724,2184.2724,1.4886,1.2186,2.656,1.413,1.1804,2.4746
144,gifted,1315.5,1479.7393,164.2393,,,,,,
145,basic,10008.5,12133.5476,2125.0476,1.5919,1.2872,2.8459,1.5005,1.2165,2.663
145,gifted,1315.5,1479.1305,163.6305,,,,,,
146,basic,10008.5,11966.1961,1957.6961,1.6013,1.2771,2.8465,1.5155,1.2184,2.7001
146,gifted,1315.5,1481.6651,166.1651,,,,,,
147,basic,10008.5,11913.1738,1904.6738,1.5975,1.2872,2.8465,1.5144,1.2232,2.7221
147,gifted,1315.5,1476.2058,160.7058,,,,,,
148,basic,10008.5,12117.7772,2109.2772,1.5137,1.2252,2.6982,1.4365,1.1854,2.4973
148,gifted,1315.5,1474.8447,159.3447,,,,,,
149,basic,10008.5,12118.6905,2110.1905,1.5578,1.2577,2.7993,1.4732,1.199,2.6085
149,gifted,1315.5,1478.3207,162.8207,,,,,,
150,basic,10008.5,12210.7655,2202.2655,1.5368,1.2499,2.7775,1.4522,1.1941,2.5601
150,gifted,1315.5,1474.8126,159.3126,,,,,,
151,basic,10008.5,12095.0679,2086.5679,1.5264,1.2475,2.7425,1.4473,1.192,2.528
151,gifted,1315.5,1478.1977,162.6977,,,,,,
152,basic,10008.5,12036.5128,2028.0128,1.5801,1.259,2.846,1.4954,1.2116,2.6704
152,gifted,1315.5,1478.5807,163.0807,,,,,,
153,basic,10008.5,12046.5565,2038.0565,1.5636,1.2657,2.8158,1.4805,1.2157,2.6386
153,gifted,1315.5,1478.4054,162.9054,,,,,,
154,basic,10008.5,12053.7403,2045.2403,1.6314,1.3068,2.8626,1.5374,1.2252,2.7423
154,gifted,1315.5,1479.8438,164.3438,,,,,,
155,basic,10008.5,12208.3903,2199.8903,1.5664,1.2872,2.8115,1.4768,1.2184,2.6096
155,gifted,1315.5,1481.3568,165.8568,,,,,,
156,basic,10008.5,12117.2471,2108.7471,1.5883,1.2904,2.8428,1.4991,1.2232,2.663
156,gifted,1315.5,1478.2052,162.7052,,,,,,
