draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
59,basic,10008.5,10273.8162,265.3162,1.5032,1.2252,2.6704,1.5721,1.3315,2.7714
59,gifted,1315.5,1317.0225,1.5225,,,,,,
60,basic,10008.5,10265.7766,257.2766,1.5671,1.2825,2.8151,1.6368,1.3769,2.8466
60,gifted,1315.5,1317.0494,1.5494,,,,,,
61,basic,10008.5,10286.1686,277.6686,1.553,1.259,2.7854,1.6173,1.3594,2.8428
61,gifted,1315.5,1316.7046,1.2046,,,,,,
62,basic,10008.5,10273.5023,265.0023,1.5779,1.2528,2.8241,1.6508,1.3596,2.902
62,gifted,1315.5,1316.9465,1.4465,,,,,,
63,basic,10008.5,10254.4337,245.9337,1.5095,1.2252,2.6855,1.5781,1.3314,2.7856
63,gifted,1315.5,1317.1949,1.6949,,,,,,
64,basic,10008.5,10265.8936,257.3936,1.5842,1.2903,2.8205,1.6552,1.378,2.8933
64,gifted,1315.5,1316.9519,1.4519,,,,,,
65,basic,10008.5,10291.5855,283.0855,1.5134,1.2252,2.7121,1.5846,1.3326,2.8094
65,gifted,1315.5,1316.6031,1.1031,,,,,,
66,basic,10008.5,10289.4723,280.9723,1.6042,1.2945,2.8464,1.6749,1.3786,2.9383
66,gifted,1315.5,1316.5359,1.0359,,,,,,
67,basic,10008.5,10259.5876,251.0876,1.5182,1.2252,2.7219,1.5869,1.3282,2.8094
67,gifted,1315.5,1316.8446,1.3446,,,,,,
68,basic,10008.5,10262.4619,253.9619,1.5359,1.249,2.7565,1.6064,1.3594,2.8225
68,gifted,1315.5,1317.0895,1.5895,,,,,,
69,basic,10008.5,10268.5723,260.0723,1.5625,1.2764,2.7994,1.6327,1.3767,2.8465
69,gifted,1315.5,1316.9431,1.4431,,,,,,
70,basic,10008.5,10283.1467,274.6467,1.5643,1.259,2.795,1.6318,1.3613,2.8465
70,gifted,1315.5,1316.6383,1.1383,,,,,,
71,basic,10008.5,10293.949,285.449,1.56,1.259,2.7994,1.6291,1.3648,2.8465
71,gifted,1315.5,1316.4229,0.9229,,,,,,
72,basic,10008.5,10287.1372,278.6372,1.5672,1.259,2.8156,1.6402,1.3724,2.8627
72,gifted,1315.5,1316.6559,1.1559,,,,,,
73,basic,10008.5,10270.5445,262.0445,1.5421,1.2347,2.7775,1.6087,1.3433,2.846
73,gifted,1315.5,1317.0769,1.5769,,,,,,
74,basic,10008.5,10320.1411,311.6411,1.5394,1.2414,2.7788,1.6131,1.3465,2.8462
74,gifted,1315.5,1317.1454,1.6454,,,,,,
75,basic,10008.5,10294.1502,285.6502,1.6166,1.2898,2.8466,1.6905,1.3779,2.979
75,gifted,1315.5,1316.7863,1.2863,,,,,,
76,basic,10008.5,10281.9448,273.4448,1.5568,1.259,2.7994,1.6264,1.3597,2.8465
76,gifted,1315.5,1316.919,1.419,,,,,,
77,basic,10008.5,10295.9847,287.4847,1.5394,1.2475,2.7775,1.6113,1.3555,2.846
77,gifted,1315.5,1316.6729,1.1729,,,,,,
78,basic,10008.5,10285.8733,277.3733,1.5345,1.2398,2.767,1.6026,1.3433,2.8459
78,gifted,1315.5,1317.1442,1.6442,,,,,,
79,basic,10008.5,10290.8599,282.3599,1.5432,1.2526,2.785,1.6161,1.3595,2.8464
79,gifted,1315.5,1317.313,1.813,,,,,,
80,basic,10008.5,10267.5299,259.0299,1.5495,1.2496,2.7857,1.6174,1.3555,2.8461
80,gifted,1315.5,1316.8023,1.3023,,,,,,
81,basic,10008.5,10242.0586,233.5586,1.5108,1.2416,2.6858,1.5795,1.3435,2.7857
81,gifted,1315.5,1317.0871,1.5871,,,,,,
82,basic,10008.5,10313.2032,304.7032,1.5634,1.2529,2.8152,1.6384,1.3597,2.8624
82,gifted,1315.5,1317.2152,1.7152,,,,,,
83,basic,10008.5,10251.0157,242.5157,1.5192,1.2379,2.7327,1.5907,1.3475,2.8152
83,gifted,1315.5,1316.9652,1.4652,,,,,,
84,basic,10008.5,10301.7802,293.2802,1.5389,1.2474,2.7854,1.6158,1.3593,2.8464
84,gifted,1315.5,1317.3046,1.8046,,,,,,
85,basic,10008.5,10272.7,264.2,1.5449,1.259,2.7775,1.6137,1.3596,2.846
85,gifted,1315.5,1316.8534,1.3534,,,,,,
86,basic,10008.5,10320.4696,311.9696,1.5581,1.259,2.8094,1.632,1.3679,2.8466
86,gifted,1315.5,1316.4381,0.9381,,,,,,
87,basic,10008.5,10332.8177,324.3177,1.6324,1.3275,2.8627,1.7068,1.3944,2.9921
87,gifted,1315.5,1317.1927,1.6927,,,,,,
88,basic,10008.5,10279.0349,270.5349,1.5664,1.2721,2.8153,1.6402,1.3767,2.8627
88,gifted,1315.5,1317.2649,1.7649,,,,,,
89,basic,10008.5,10277.8534,269.3534,1.5414,1.2475,2.7854,1.6134,1.352,2.8461
89,gifted,1315.5,1317.3277,1.8277,,,,,,
90,basic,10008.5,10303.5033,295.0033,1.6154,1.3033,2.8466,1.6902,1.3876,2.9819
90,gifted,1315.5,1316.3878,0.8878,,,,,,
91,basic,10008.5,10255.118,246.618,1.5112,1.2437,2.686,1.5781,1.3434,2.7857
91,gifted,1315.5,1317.1755,1.6755,,,,,,
92,basic,10008.5,10299.8777,291.3777,1.551,1.2484,2.7994,1.6259,1.3596,2.8466
92,gifted,1315.5,1317.1895,1.6895,,,,,,
93,basic,10008.5,10309.4997,300.9997,1.546,1.2475,2.7775,1.6146,1.3475,2.846
93,gifted,1315.5,1316.9179,1.4179,,,,,,
94,basic,10008.5,10333.5235,325.0235,1.5906,1.2628,2.8461,1.6699,1.3769,2.9323
94,gifted,1315.5,1316.7105,1.2105,,,,,,
95,basic,10008.5,10284.5284,276.0284,1.5612,1.2639,2.7982,1.6308,1.3734,2.8464
95,gifted,1315.5,1316.8365,1.3365,,,,,,
96,basic,10008.5,10291.2119,282.7119,1.5641,1.259,2.8089,1.6333,1.3623,2.8466
96,gifted,1315.5,1316.5179,1.0179,,,,,,
97,basic,10008.5,10275.3375,266.8375,1.5816,1.2815,2.8225,1.6505,1.3769,2.8933
97,gifted,1315.5,1316.7272,1.2272,,,,,,
98,basic,10008.5,10319.6593,311.1593,1.5909,1.3036,2.8421,1.6633,1.387,2.9028
98,gifted,1315.5,1316.9113,1.4113,,,,,,
99,basic,10008.5,10289.6065,281.1065,1.5504,1.259,2.7934,1.6228,1.3625,2.8465
99,gifted,1315.5,1316.927,1.427,,,,,,
100,basic,10008.5,10323.7422,315.2422,1.5858,1.2658,2.846,1.6593,1.3769,2.9061
100,gifted,1315.5,1316.6305,1.1305,,,,,,
101,basic,10008.5,10298.3659,289.8659,1.5155,1.2457,2.7121,1.5857,1.3465,2.7994
101,gifted,1315.5,1317.1312,1.6312,,,,,,
102,basic,10008.5,10283.5784,275.0784,1.5639,1.259,2.8155,1.6317,1.3657,2.8622
102,gifted,1315.5,1316.6276,1.1276,,,,,,
