school_id,school_year,year,program,n_routes,avg_distance_mi,avg_stops
15,2019-2020,2019,special_ed,2,4.34,1.0
245,2019-2020,2019,basic,5,1.384,11.2
245,2019-2020,2019,special_ed,8,2.6024999999999996,5.875
246,2019-2020,2019,basic,1,1.3,7.0
246,2019-2020,2019,special_ed,4,2.41,5.5
107,2019-2020,2019,basic,3,2.4066666666666667,6.0
107,2019-2020,2019,gifted,2,3.82,6.5
107,2019-2020,2019,special_ed,2,2.5050000000000003,7.0
249,2019-2020,2019,basic,1,1.04,5.0
249,2019-2020,2019,special_ed,2,1.89,5.0
250,2019-2020,2019,basic,1,1.09,4.0
250,2019-2020,2019,special_ed,1,1.42,3.0
252,2019-2020,2019,basic,2,1.18,6.5
252,2019-2020,2019,special_ed,5,1.808,6.6
207,2019-2020,2019,early_ed,2,0.5850000000000001,10.0
207,2019-2020,2019,special_ed,3,1.6933333333333334,4.666666666666667
118,2019-2020,2019,basic,4,2.5525,9.0
118,2019-2020,2019,special_ed,3,2.693333333333334,3.6666666666666665
247,2019-2020,2019,basic,3,1.29,10.0
248,2019-2020,2019,basic,2,1.3099999999999998,5.5
109,2019-2020,2019,basic,3,2.36,7.666666666666667
109,2019-2020,2019,special_ed,4,1.985,5.75
110,2019-2020,2019,basic,4,2.44,3.75
110,2019-2020,2019,special_ed,6,2.1333333333333333,7.0
255,2019-2020,2019,basic,2,1.14,6.5
255,2019-2020,2019,special_ed,2,2.26,5.0
22,2019-2020,2019,special_ed,7,2.8442857142857143,4.571428571428571
259,2019-2020,2019,basic,1,1.27,9.0
259,2019-2020,2019,special_ed,5,2.29,6.4
261,2019-2020,2019,basic,2,1.055,3.5
261,2019-2020,2019,early_ed,2,1.06,16.5
261,2019-2020,2019,special_ed,4,1.54,9.25
262,2019-2020,2019,basic,3,1.403333333333333,6.333333333333333
262,2019-2020,2019,special_ed,2,1.3500000000000003,9.0
939,2019-2020,2019,basic,3,1.7933333333333334,12.333333333333334
939,2019-2020,2019,special_ed,4,2.1225,3.25
930,2019-2020,2019,basic,8,2.87875,12.0
930,2019-2020,2019,special_ed,6,3.1,5.166666666666667
974,2019-2020,2019,basic,4,1.74,13.25
21,2019-2020,2019,special_ed,9,2.26,4.555555555555555
264,2019-2020,2019,basic,2,1.225,5.5
264,2019-2020,2019,special_ed,1,1.72,6.0
275,2019-2020,2019,basic,4,1.0225,3.0
275,2019-2020,2019,special_ed,5,1.996,9.0
113,2019-2020,2019,basic,3,2.566666666666667,5.333333333333333
113,2019-2020,2019,gifted,2,3.0750000000000006,4.0
113,2019-2020,2019,special_ed,5,2.162,5.6
17,2019-2020,2019,special_ed,6,2.201666666666666,5.0
267,2019-2020,2019,special_ed,1,1.53,6.0
267,2019-2020,2019,basic,2,1.36,5.0
267,2019-2020,2019,early_ed,3,1.2866666666666666,13.333333333333334
267,2019-2020,2019,special_ed,3,1.6733333333333331,6.0
268,2019-2020,2019,basic,1,1.3,8.0
268,2019-2020,2019,special_ed,4,1.825,7.0
949,2019-2020,2019,basic,7,2.1871428571428573,11.714285714285714
949,2019-2020,2019,special_ed,4,2.67,3.75
269,2019-2020,2019,basic,1,1.28,8.0
269,2019-2020,2019,special_ed,3,1.4,5.666666666666667
273,2019-2020,2019,basic,1,0.88,3.0
273,2019-2020,2019,special_ed,3,1.8433333333333333,6.0
291,2019-2020,2019,basic,6,1.3433333333333333,9.0
291,2019-2020,2019,special_ed,3,2.056666666666666,7.666666666666667
272,2019-2020,2019,basic,1,1.1,8.0
272,2019-2020,2019,special_ed,3,1.9566666666666663,6.666666666666667
24,2019-2020,2019,special_ed,1,6.72,1.0
977,2019-2020,2019,basic,4,1.655,14.0
977,2019-2020,2019,special_ed,5,2.262,5.2
212,2019-2020,2019,early_ed,1,1.45,3.0
212,2019-2020,2019,gifted,12,3.825833333333333,9.666666666666666
212,2019-2020,2019,homeless,1,10.37,1.0
212,2019-2020,2019,special_ed,3,2.6033333333333335,6.666666666666667
935,2019-2020,2019,basic,6,2.6833333333333336,10.833333333333334
935,2019-2020,2019,special_ed,3,5.680000000000001,3.3333333333333335
277,2019-2020,2019,basic,3,1.77,5.666666666666667
277,2019-2020,2019,special_ed,3,2.2266666666666666,7.666666666666667
276,2019-2020,2019,basic,3,1.0766666666666669,5.0
276,2019-2020,2019,special_ed,3,1.8166666666666669,7.333333333333333
117,2019-2020,2019,basic,3,2.6566666666666667,6.333333333333333
117,2019-2020,2019,gifted,6,3.691666666666667,10.666666666666666
117,2019-2020,2019,special_ed,3,1.6666666666666667,4.333333333333333
279,2019-2020,2019,basic,1,0.8000000000000002,5.0
279,2019-2020,2019,gifted,2,1.265,6.0
279,2019-2020,2019,special_ed,2,2.08,3.5
236,2019-2020,2019,basic,1,1.55,1.0
236,2019-2020,2019,early_ed,3,1.0066666666666668,7.0
236,2019-2020,2019,special_ed,3,2.0633333333333335,8.0
19,2019-2020,2019,special_ed,5,3.082,4.2
281,2019-2020,2019,basic,1,1.01,4.0
281,2019-2020,2019,special_ed,1,1.25,6.0
115,2019-2020,2019,basic,2,2.61,4.0
115,2019-2020,2019,special_ed,4,2.365,5.5
282,2019-2020,2019,basic,1,1.08,3.0
282,2019-2020,2019,gifted,1,1.0,4.0
282,2019-2020,2019,special_ed,1,1.27,5.0
286,2019-2020,2019,basic,1,1.3,9.0
286,2019-2020,2019,gifted,1,1.6900000000000002,5.0
286,2019-2020,2019,special_ed,4,1.6224999999999998,7.0
201,2020-2021,2020,special_ed,1,3.87,4.0
130,2020-2021,2020,special_ed,2,1.485,2.0
203,2020-2021,2020,special_ed,2,2.73,6.0
218,2020-2021,2020,early_ed,1,5.11,3.0
226,2020-2021,2020,special_ed,2,0.93,5.5
11,2020-2021,2020,special_ed,2,1.86,3.0
208,2020-2021,2020,early_ed,2,1.29,3.0
208,2020-2021,2020,special_ed,3,0.59,4.25
971,2020-2021,2020,early_ed,2,1.735,4.0
18,2020-2021,2020,special_ed,4,3.0225,4.0
12,2020-2021,2020,basic,1,2.79,1.0
215,2020-2021,2020,early_ed,1,0.79,6.0
215,2020-2021,2020,homeless,1,5.14,1.0
215,2020-2021,2020,special_ed,1,0.88,5.0
204,2020-2021,2020,special_ed,2,2.25,6.5
251,2020-2021,2020,special_ed,1,3.24,2.0
103,2020-2021,2020,special_ed,5,2.16,4.0
219,2020-2021,2020,early_ed,3,1.35,6.666666666666667
104,2020-2021,2020,special_ed,1,1.27,3.0
221,2020-2021,2020,early_ed,2,1.92,5.0
221,2020-2021,2020,special_ed,1,1.6,5.0
222,2020-2021,2020,special_ed,2,2.125,5.5
13,2020-2021,2020,special_ed,1,1.96,5.0
14,2020-2021,2020,special_ed,1,2.08,5.0
225,2020-2021,2020,special_ed,2,1.99,4.0
220,2020-2021,2020,special_ed,3,1.7333333333333334,5.0
229,2020-2021,2020,special_ed,4,2.785,1.25
230,2020-2021,2020,early_ed,1,1.56,5.0
105,2020-2021,2020,special_ed,1,2.8,1.0
233,2020-2021,2020,special_ed,1,3.17,3.0
292,2020-2021,2020,special_ed,4,2.1725,4.75
235,2020-2021,2020,special_ed,1,1.66,6.0
20,2020-2021,2020,special_ed,7,6.21875,2.25
106,2020-2021,2020,special_ed,1,2.07,1.0
234,2020-2021,2020,special_ed,1,1.8,7.0
256,2020-2021,2020,early_ed,1,1.16,3.0
972,2020-2021,2020,special_ed,1,2.08,5.0
288,2020-2021,2020,special_ed,1,2.2,8.0
239,2020-2021,2020,early_ed,1,2.2,5.0
239,2020-2021,2020,special_ed,2,1.76,3.5
242,2020-2021,2020,special_ed,3,2.8833333333333333,3.0
244,2020-2021,2020,special_ed,1,1.24,5.0
955,2020-2021,2020,early_ed,1,2.34,2.0
245,2020-2021,2020,homeless,3,1.35,3.0
245,2020-2021,2020,special_ed,5,3.006,4.6
246,2020-2021,2020,special_ed,2,2.7350000000000003,3.5
107,2020-2021,2020,special_ed,2,1.95,5.5
249,2020-2021,2020,special_ed,1,3.29,5.0
252,2020-2021,2020,special_ed,1,2.14,5.0
207,2020-2021,2020,early_ed,3,1.54,4.0
207,2020-2021,2020,special_ed,1,1.97,9.0
118,2020-2021,2020,basic,1,13.29,1.0
118,2020-2021,2020,special_ed,2,4.215,3.0
109,2020-2021,2020,special_ed,2,3.33,5.0
110,2020-2021,2020,special_ed,3,2.24,2.6666666666666665
22,2020-2021,2020,special_ed,4,2.465,1.0
259,2020-2021,2020,early_ed,1,0.91,1.0
259,2020-2021,2020,special_ed,4,2.9375,4.0
23,2020-2021,2020,special_ed,1,7.33,2.0
261,2020-2021,2020,early_ed,2,1.11,6.0
261,2020-2021,2020,special_ed,4,5.165,4.0
262,2020-2021,2020,special_ed,2,1.705,6.0
939,2020-2021,2020,special_ed,2,1.765,3.0
930,2020-2021,2020,special_ed,3,5.276666666666666,1.6666666666666667
21,2020-2021,2020,special_ed,3,4.696,1.8
264,2020-2021,2020,special_ed,1,3.27,2.0
275,2020-2021,2020,special_ed,1,1.23,5.0
113,2020-2021,2020,special_ed,3,2.8766666666666665,5.666666666666667
17,2020-2021,2020,special_ed,2,1.4249999999999998,3.5
267,2020-2021,2020,special_ed,1,16.13,1.0
267,2020-2021,2020,early_ed,1,1.28,5.0
267,2020-2021,2020,special_ed,3,1.995,3.0
268,2020-2021,2020,early_ed,2,1.685,3.5
268,2020-2021,2020,special_ed,2,1.555,6.0
949,2020-2021,2020,special_ed,1,0.73,1.0
269,2020-2021,2020,early_ed,1,2.09,2.0
273,2020-2021,2020,special_ed,2,3.135,2.0
291,2020-2021,2020,special_ed,2,1.905,5.0
272,2020-2021,2020,special_ed,1,3.12,4.0
977,2020-2021,2020,special_ed,2,2.4450000000000003,5.0
212,2020-2021,2020,special_ed,4,1.67,4.25
935,2020-2021,2020,special_ed,2,3.425,2.0
277,2020-2021,2020,special_ed,1,1.61,4.0
276,2020-2021,2020,special_ed,1,1.23,7.0
117,2020-2021,2020,special_ed,1,2.18,4.0
279,2020-2021,2020,special_ed,1,1.88,1.0
236,2020-2021,2020,special_ed,3,2.3333333333333335,6.333333333333333
19,2020-2021,2020,special_ed,1,1.89,1.0
281,2020-2021,2020,basic,5,2.8259999999999996,3.8
115,2020-2021,2020,special_ed,1,3.76,2.0
286,2020-2021,2020,special_ed,1,1.29,4.0
201,2021-2022,2021,basic,1,0.81,7.0
201,2021-2022,2021,special_ed,4,3.5700000000000003,2.75
130,2021-2022,2021,basic,7,2.34,5.0
130,2021-2022,2021,special_ed,6,1.9116666666666668,6.166666666666667
202,2021-2022,2021,basic,2,1.6450000000000002,6.0
203,2021-2022,2021,basic,2,1.4500000000000002,4.0
203,2021-2022,2021,gifted,1,1.59,6.0
203,2021-2022,2021,special_ed,4,2.22,5.75
218,2021-2022,2021,basic,3,0.8966666666666667,7.666666666666667
218,2021-2022,2021,early_ed,2,3.11,3.5
218,2021-2022,2021,special_ed,3,3.553333333333333,2.6666666666666665
226,2021-2022,2021,basic,1,0.45,5.0
226,2021-2022,2021,special_ed,5,1.358,5.8
11,2021-2022,2021,basic,1,2.99,4.0
11,2021-2022,2021,special_ed,5,1.986,4.6
208,2021-2022,2021,basic,1,1.14,7.0
208,2021-2022,2021,early_ed,2,0.6549999999999999,6.5
208,2021-2022,2021,special_ed,4,1.215,7.5
209,2021-2022,2021,basic,2,0.985,5.5
209,2021-2022,2021,special_ed,1,0.86,4.0
971,2021-2022,2021,early_ed,1,1.66,11.0
971,2021-2022,2021,gifted,12,3.4825,16.25
289,2021-2022,2021,basic,1,1.03,7.0
210,2021-2022,2021,basic,2,1.76,16.0
18,2021-2022,2021,basic,4,3.1750000000000003,2.5
18,2021-2022,2021,special_ed,10,2.598,7.5
12,2021-2022,2021,basic,3,2.4333333333333336,5.333333333333333
12,2021-2022,2021,special_ed,5,3.116,3.2
215,2021-2022,2021,basic,1,1.94,9.0
215,2021-2022,2021,early_ed,1,1.09,8.0
215,2021-2022,2021,special_ed,1,1.05,7.0
204,2021-2022,2021,basic,2,0.695,3.0
204,2021-2022,2021,special_ed,3,1.606666666666667,4.333333333333333
251,2021-2022,2021,basic,1,1.18,2.0
251,2021-2022,2021,special_ed,2,1.71,3.0
287,2021-2022,2021,gifted,3,1.6266666666666667,17.666666666666668
103,2021-2022,2021,basic,6,2.223333333333333,3.8333333333333335
103,2021-2022,2021,special_ed,7,1.76,8.142857142857142
219,2021-2022,2021,early_ed,2,0.8450000000000001,7.0
219,2021-2022,2021,special_ed,2,1.6049999999999998,4.5
104,2021-2022,2021,basic,3,2.3,4.0
104,2021-2022,2021,special_ed,5,1.708,4.6
221,2021-2022,2021,basic,2,0.935,3.5
221,2021-2022,2021,early_ed,1,1.29,4.0
221,2021-2022,2021,special_ed,4,1.6875,6.25
222,2021-2022,2021,basic,2,1.745,8.5
222,2021-2022,2021,early_ed,1,2.06,5.0
222,2021-2022,2021,gifted,3,2.27,9.666666666666666
222,2021-2022,2021,special_ed,1,1.3999999999999997,5.0
13,2021-2022,2021,special_ed,5,1.966,7.0
211,2021-2022,2021,basic,1,1.2,2.0
211,2021-2022,2021,special_ed,1,1.07,2.0
14,2021-2022,2021,special_ed,3,1.5933333333333333,3.6666666666666665
225,2021-2022,2021,basic,1,1.16,2.0
225,2021-2022,2021,special_ed,2,1.43,4.0
270,2021-2022,2021,basic,1,1.21,6.0
270,2021-2022,2021,special_ed,3,1.5333333333333332,5.0
220,2021-2022,2021,basic,1,1.12,3.0
220,2021-2022,2021,special_ed,3,1.2566666666666668,7.333333333333333
229,2021-2022,2021,basic,3,1.2633333333333334,13.0
229,2021-2022,2021,early_ed,1,4.11,1.0
229,2021-2022,2021,special_ed,2,3.4450000000000003,3.5
230,2021-2022,2021,basic,1,0.65,8.0
230,2021-2022,2021,special_ed,2,2.49,2.5
105,2021-2022,2021,basic,2,2.435,3.5
105,2021-2022,2021,gifted,4,3.1475000000000004,7.75
105,2021-2022,2021,special_ed,3,1.81,3.3333333333333335
233,2021-2022,2021,basic,3,1.1266666666666667,11.0
233,2021-2022,2021,special_ed,1,2.05,6.0
292,2021-2022,2021,basic,7,1.9385714285714288,13.571428571428571
292,2021-2022,2021,special_ed,4,1.7075000000000002,4.75
235,2021-2022,2021,basic,1,1.27,2.0
235,2021-2022,2021,special_ed,2,1.3,5.5
20,2021-2022,2021,basic,4,4.2749999999999995,4.5
20,2021-2022,2021,special_ed,7,3.087142857142857,5.857142857142857
106,2021-2022,2021,basic,5,1.748,8.8
106,2021-2022,2021,gifted,4,2.9375,14.75
106,2021-2022,2021,special_ed,5,1.442,6.6
234,2021-2022,2021,basic,3,1.17,11.0
234,2021-2022,2021,special_ed,4,1.575,4.5
256,2021-2022,2021,early_ed,1,1.08,8.0
256,2021-2022,2021,special_ed,2,1.57,5.5
266,2021-2022,2021,basic,2,1.135,7.0
266,2021-2022,2021,special_ed,2,1.72,6.0
241,2021-2022,2021,basic,2,1.3,14.0
972,2021-2022,2021,basic,7,2.602857142857143,11.571428571428571
972,2021-2022,2021,special_ed,5,2.028,8.2
288,2021-2022,2021,basic,6,2.661666666666666,5.833333333333333
288,2021-2022,2021,special_ed,3,2.4166666666666665,9.0
239,2021-2022,2021,basic,2,1.7899999999999998,9.5
239,2021-2022,2021,special_ed,3,2.3499999999999996,5.666666666666667
242,2021-2022,2021,basic,2,1.62,3.5
242,2021-2022,2021,special_ed,4,3.4175,3.5
243,2021-2022,2021,basic,2,1.195,10.0
244,2021-2022,2021,basic,1,1.09,3.0
244,2021-2022,2021,special_ed,2,1.7700000000000002,8.5
955,2021-2022,2021,basic,3,4.023333333333333,10.0
955,2021-2022,2021,special_ed,1,2.31,7.0
15,2021-2022,2021,basic,2,2.285,5.5
15,2021-2022,2021,special_ed,2,1.635,6.0
245,2021-2022,2021,basic,5,1.368,12.8
245,2021-2022,2021,special_ed,7,3.1300000000000003,5.142857142857143
246,2021-2022,2021,basic,1,1.31,6.0
246,2021-2022,2021,special_ed,4,2.5375,5.25
107,2021-2022,2021,basic,2,2.645,8.5
107,2021-2022,2021,gifted,3,3.3966666666666665,12.666666666666666
107,2021-2022,2021,special_ed,3,2.5533333333333332,7.666666666666667
249,2021-2022,2021,basic,1,0.97,8.0
249,2021-2022,2021,special_ed,1,1.86,3.0
250,2021-2022,2021,basic,1,1.15,3.0
250,2021-2022,2021,special_ed,1,1.41,4.0
252,2021-2022,2021,basic,2,1.15,4.5
252,2021-2022,2021,special_ed,5,1.676,5.8
207,2021-2022,2021,early_ed,1,1.12,8.0
207,2021-2022,2021,special_ed,2,1.1849999999999998,9.0
118,2021-2022,2021,basic,4,2.54,11.75
118,2021-2022,2021,special_ed,4,2.09,4.75
247,2021-2022,2021,basic,3,1.49,10.666666666666666
248,2021-2022,2021,basic,2,1.32,10.5
109,2021-2022,2021,basic,3,2.4466666666666668,6.666666666666667
109,2021-2022,2021,special_ed,5,1.79,5.8
110,2021-2022,2021,basic,4,2.4675,3.5
110,2021-2022,2021,special_ed,6,1.7049999999999998,7.333333333333333
255,2021-2022,2021,basic,2,1.305,7.0
255,2021-2022,2021,special_ed,2,2.645,3.0
22,2021-2022,2021,special_ed,7,2.1785714285714284,3.857142857142857
259,2021-2022,2021,basic,1,1.39,7.0
259,2021-2022,2021,special_ed,4,2.3225,6.0
23,2021-2022,2021,special_ed,1,5.69,3.0
261,2021-2022,2021,basic,2,1.1900000000000002,4.0
261,2021-2022,2021,early_ed,2,1.39,9.5
261,2021-2022,2021,special_ed,4,1.675,6.0
262,2021-2022,2021,basic,2,1.27,11.0
262,2021-2022,2021,special_ed,2,1.465,7.0
939,2021-2022,2021,basic,2,1.7749999999999997,16.5
939,2021-2022,2021,special_ed,4,3.1999999999999997,2.75
930,2021-2022,2021,basic,7,2.8457142857142856,12.0
930,2021-2022,2021,special_ed,4,3.4499999999999997,5.25
974,2021-2022,2021,basic,3,1.2933333333333334,9.666666666666666
21,2021-2022,2021,special_ed,8,2.88875,3.875
264,2021-2022,2021,basic,2,1.405,6.5
264,2021-2022,2021,special_ed,1,2.56,6.0
275,2021-2022,2021,basic,3,1.2000000000000002,6.0
275,2021-2022,2021,special_ed,5,1.4980000000000002,5.6
113,2021-2022,2021,basic,4,2.8575,8.5
113,2021-2022,2021,gifted,1,3.01,11.0
113,2021-2022,2021,special_ed,4,2.0575,4.75
17,2021-2022,2021,special_ed,6,1.8866666666666667,4.833333333333333
267,2021-2022,2021,special_ed,1,1.3500000000000003,2.0
267,2021-2022,2021,basic,2,1.385,6.0
267,2021-2022,2021,early_ed,3,1.35,9.666666666666666
267,2021-2022,2021,special_ed,3,1.7133333333333334,6.333333333333333
268,2021-2022,2021,basic,1,1.37,14.0
268,2021-2022,2021,special_ed,4,1.5575,5.5
949,2021-2022,2021,basic,7,2.0771428571428574,10.428571428571429
949,2021-2022,2021,special_ed,4,2.7475,3.75
269,2021-2022,2021,basic,1,1.29,9.0
269,2021-2022,2021,early_ed,1,2.2,2.0
269,2021-2022,2021,special_ed,2,1.585,6.0
273,2021-2022,2021,special_ed,2,2.36,6.5
291,2021-2022,2021,basic,5,1.4660000000000002,12.8
291,2021-2022,2021,special_ed,3,1.7866666666666664,6.0
272,2021-2022,2021,basic,1,1.1,8.0
272,2021-2022,2021,special_ed,2,2.685,5.0
24,2021-2022,2021,special_ed,2,7.755,3.0
977,2021-2022,2021,basic,4,1.7175,15.75
977,2021-2022,2021,special_ed,4,2.0525,4.5
212,2021-2022,2021,gifted,11,4.0627272727272725,9.727272727272727
212,2021-2022,2021,special_ed,4,1.9225,5.75
935,2021-2022,2021,basic,6,2.658333333333333,14.333333333333334
935,2021-2022,2021,special_ed,3,7.953333333333333,5.0
277,2021-2022,2021,basic,2,1.7299999999999998,6.5
277,2021-2022,2021,special_ed,3,2.1199999999999997,5.666666666666667
276,2021-2022,2021,basic,5,3.064,7.4
276,2021-2022,2021,special_ed,2,2.9749999999999996,4.0
117,2021-2022,2021,basic,2,2.155,3.5
117,2021-2022,2021,gifted,6,3.8633333333333337,8.0
117,2021-2022,2021,special_ed,3,1.6566666666666667,9.0
279,2021-2022,2021,basic,3,0.9233333333333332,6.0
279,2021-2022,2021,special_ed,1,1.88,1.0
236,2021-2022,2021,basic,5,2.734,2.0
236,2021-2022,2021,early_ed,2,3.3200000000000003,6.5
236,2021-2022,2021,special_ed,3,4.29,8.666666666666666
19,2021-2022,2021,special_ed,4,2.3425,5.25
281,2021-2022,2021,basic,1,0.9499999999999998,3.0
281,2021-2022,2021,special_ed,1,2.04,2.0
115,2021-2022,2021,basic,2,2.505,4.5
115,2021-2022,2021,special_ed,4,1.97,5.0
282,2021-2022,2021,basic,2,1.165,2.5
282,2021-2022,2021,special_ed,1,0.75,3.0
286,2021-2022,2021,early_ed,1,1.88,3.0
286,2021-2022,2021,gifted,1,0.98,5.0
286,2021-2022,2021,special_ed,4,1.6900000000000002,5.75
201,2022-2023,2022,basic,1,0.89,6.0
201,2022-2023,2022,special_ed,2,3.1125000000000003,4.25
130,2022-2023,2022,basic,7,2.208095238095238,4.904761904761905
130,2022-2023,2022,special_ed,6,1.6805555555555556,8.0
202,2022-2023,2022,basic,2,1.5750000000000002,5.5
203,2022-2023,2022,basic,2,1.5016666666666667,4.833333333333333
203,2022-2023,2022,gifted,1,1.4333333333333331,4.333333333333333
203,2022-2023,2022,special_ed,5,2.363076923076923,5.615384615384615
218,2022-2023,2022,basic,3,0.8833333333333333,8.0
218,2022-2023,2022,special_ed,4,2.8674999999999997,2.5833333333333335
226,2022-2023,2022,basic,1,0.52,5.333333333333333
226,2022-2023,2022,special_ed,4,1.1366666666666667,6.5
11,2022-2023,2022,basic,1,2.99,4.0
11,2022-2023,2022,special_ed,5,2.074666666666667,4.533333333333333
205,2022-2023,2022,special_ed,1,0.3666666666666667,1.6666666666666667
