draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders,base_dist_mean,scen_dist_mean
2,211,basic,74.139,48.937,114.847,72.546,1.116,1.313
2,212,gifted,206.143,189.231,0.0,0.0,,
2,215,basic,115.509,72.081,141.095,85.675,0.923,1.03
2,218,basic,162.251,106.396,188.14,122.677,0.768,0.792
2,220,basic,86.862,71.39,0.0,0.0,1.382,
2,221,basic,161.816,117.16,241.372,155.595,0.931,1.373
2,222,basic,148.366,88.225,186.444,116.394,2.015,1.817
2,225,basic,84.8,44.765,92.86,48.661,1.218,1.253
2,226,basic,249.842,169.109,296.574,197.685,1.243,1.329
2,229,basic,247.219,211.526,0.0,0.0,1.137,
2,230,basic,115.959,81.989,168.299,111.607,1.041,1.348
2,233,basic,284.293,186.761,371.786,242.899,0.831,0.855
2,234,basic,75.449,63.669,0.0,0.0,1.189,
2,235,basic,81.226,53.065,125.246,79.444,1.246,1.39
2,236,basic,52.195,46.129,69.01,61.856,1.083,1.012
2,239,basic,270.826,164.015,0.0,0.0,1.659,
2,241,basic,385.577,134.586,681.351,233.697,1.87,1.951
2,242,basic,162.996,117.762,0.0,0.0,1.219,
2,243,basic,215.503,120.068,307.142,170.055,0.983,1.014
2,244,basic,37.974,35.244,39.866,37.412,1.144,1.041
2,245,basic,321.148,284.172,437.457,387.275,1.232,1.244
2,246,basic,223.928,123.156,385.825,204.715,1.114,1.272
2,247,basic,364.476,127.825,742.243,247.996,1.55,1.763
2,248,basic,150.196,101.156,0.0,0.0,0.894,
2,249,basic,33.385,27.208,41.792,34.401,0.859,0.82
2,250,basic,81.728,63.907,149.786,118.797,0.96,0.895
2,251,basic,127.097,63.892,156.319,76.147,1.348,1.49
2,252,basic,238.028,174.128,277.096,192.837,1.376,1.589
2,255,basic,88.546,62.199,149.019,103.927,0.839,0.876
2,257,basic,126.577,112.436,200.499,174.411,1.076,1.197
2,259,basic,157.361,122.347,0.0,0.0,1.21,
2,261,basic,177.76,162.337,257.38,227.942,1.084,1.263
2,262,basic,190.617,153.451,177.715,139.634,1.065,1.171
2,264,basic,79.585,38.646,0.0,0.0,0.902,
2,266,basic,102.782,85.808,136.356,114.412,0.938,0.914
2,267,basic,123.424,113.531,150.169,138.285,1.038,1.035
2,268,basic,111.509,105.933,0.0,0.0,1.067,
2,269,basic,103.221,96.789,130.245,121.918,1.05,1.1
2,270,basic,151.656,107.926,226.123,164.677,1.428,1.353
2,272,basic,44.651,41.972,0.0,0.0,1.044,
2,275,basic,94.16,88.446,139.827,131.05,1.165,1.243
2,276,basic,157.853,81.153,137.359,69.979,1.112,1.152
2,277,basic,130.237,89.47,151.176,103.403,0.998,1.016
2,279,basic,104.877,48.71,138.074,63.054,0.995,1.069
2,281,basic,65.741,46.739,77.812,54.813,0.826,0.861
2,282,basic,78.18,61.644,99.968,76.906,0.908,1.008
2,286,basic,176.411,114.137,229.775,140.289,1.756,2.033
2,287,gifted,190.0,174.413,0.0,0.0,,
2,288,basic,184.366,161.924,204.468,181.419,1.348,1.339
2,289,basic,156.435,130.295,0.0,0.0,1.348,
2,291,basic,375.318,255.907,644.2,473.666,2.186,1.834
2,292,basic,559.236,322.406,916.207,513.833,1.473,1.602
2,930,basic,398.977,346.833,817.476,735.56,2.334,1.957
2,935,basic,437.802,300.029,0.0,0.0,1.791,
2,939,basic,219.338,108.409,0.0,0.0,1.646,
2,949,basic,377.361,305.954,0.0,0.0,1.553,
2,955,basic,45.939,43.642,0.0,0.0,2.771,
